VonMises,s11,s22,s33,s12,s23,s31,e11,e22,e33,e12,e23,e31,lamda,ux,uy,uz
3.3169567010768017,0.11563287434792581,3.2538902013430087,0.027082942480943496,-0.018203755794359053,3.975168259063882e-12,1.4845106184335809e-13,-1.2409415268560859e-05,4.587250651849069e-05,-1.4053914003233387e-05,-6.761395009333361e-07,1.4764906421024607e-16,5.513901788050878e-18,0.0,-2.459392000657162e-05,9.929715907266321e-05,1.2391718912893338e-15
6.633913402153586,0.2312657486958538,6.507780402685998,0.054165884961888955,-0.03640751158876825,8.124409087303355e-12,2.9351471297603217e-13,-2.4818830537121606e-05,9.174501303698108e-05,-2.8107828006466665e-05,-1.352279001868535e-06,3.017638004978808e-16,1.0901984997453978e-17,0.0,-4.918784001315758e-05,0.00019859431814532783,4.235684414188598e-15
9.950870103230372,0.34689862304378105,9.761670604028987,0.08124882744283365,-0.05461126738316938,1.227048612817328e-11,4.381091428113581e-13,-3.722824580568237e-05,0.0001376175195554715,-4.2161742009699965e-05,-2.0284185028034344e-06,4.557609568510423e-16,1.6272624500323074e-17,0.0,-7.378176001974235e-05,0.0002978914772179924,7.212377848341205e-15
13.267826804307155,0.4625314973917089,13.015560805371978,0.1083317699237792,-0.07281502317757166,1.6423291928513908e-11,5.830558862058368e-13,-4.9637661074243116e-05,0.00018349002607396188,-5.6215656012933235e-05,-2.704558003738377e-06,6.100080555870871e-16,2.1656402755993413e-17,0.0,-9.837568002632837e-05,0.0003971886362906571,1.0221229598625346e-14
16.58478350538394,0.578164371739636,16.269451006714966,0.1354147124047243,-0.09101877897197973,2.0572473693445672e-11,7.28027007144771e-13,-6.204707634280389e-05,0.00022936253259245228,-7.026957001616653e-05,-3.3806975046735326e-06,7.641203885825787e-16,2.7041007143337947e-17,0.0,-0.000122969600032915,0.0004964857953633215,1.3163625514568241e-14
19.901740206460726,0.6937972460875642,19.523341208057957,0.16249765488566995,-0.1092225347663819,2.4722399878934975e-11,8.725304506975059e-13,-7.445649161136465e-05,0.0002752350391109427,-8.432348401939982e-05,-4.05683700560847e-06,9.18260291420014e-16,3.240827551884357e-17,0.0,-0.0001475635200395008,0.0005957829544359862,1.60999294023443e-14
23.21869690753751,0.8094301204354927,22.777231409400947,0.1895805973666147,-0.12742629056078691,2.8868706486623545e-11,1.0177665671530245e-12,-8.686590687992538e-05,0.0003211075456294331,-9.83773980226331e-05,-4.732976506543516e-06,1.072266244729322e-15,3.780271696636349e-17,0.0,-0.00017215744004608744,0.0006950801135086508,1.903027675321623e-14
26.535653608614297,0.9250629947834197,26.031121610743934,0.2166635398475601,-0.14563004635519267,3.301286155545519e-11,1.1625090035082583e-12,-9.927532214848615e-05,0.0003669800521479235,-0.0001124313120258664,-5.409116007478583e-06,1.226191755769538e-15,4.3178875822356055e-17,0.0,-0.00019675136005267423,0.0007943772725813155,2.1992204632512385e-14
29.852610309691077,1.0406958691313473,29.28501181208692,0.24374648232850563,-0.16383380214960208,3.7160909602052816e-11,1.3072756781076931e-12,-0.00011168473741704691,0.00041285255866641387,-0.00012648522602909967,-6.085255508413794e-06,1.3802625526215751e-15,4.855602376910092e-17,0.0,-0.00022134528005926033,0.00089367443165398,2.4981138623036598e-14
33.169567010767864,1.1563287434792755,32.53890201342991,0.2708294248094503,-0.18203755794400428,4.131440781752281e-11,1.4523429626553265e-12,-0.00012409415268560764,0.00045872506518490435,-0.00014053914003233297,-6.7613950093487296e-06,1.5345350446330943e-15,5.394411973182318e-17,0.0,-0.0002459392000658452,0.0009929715907266443,2.7977153709807374e-14
36.48652371184465,1.2719616178272026,35.7927922147729,0.29791236729039566,-0.20024131373840995,4.546262228149058e-11,1.5968874069161645e-12,-0.0001365035679541684,0.0005045975717033947,-0.00015459305403556627,-7.437534510283796e-06,1.6886112829013044e-15,5.931292700784024e-17,0.0,-0.0002705331200724311,0.001092268749799309,3.0916545057120036e-14
